"","year","state","industry","unioncovpct_ind","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","unioncovpct_combined","idvar","naics","robotpct_ind","robotpct_state","robotpct_combined","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage"
"4021",2019,"Wisconsin","Computer and electronic product manufacturing",3.02051923548182,35,"Total",2254,2697545.81265834,217948.167475,244996.490541667,0.080794982612133,0.0908219963312149,"WI",9.08219963312149,6.05135943430165,"Wisconsin-Computer and electronic product manufacturing-2019","334",19,32.7,25.85,"Wisconsin-2019",64.168,3.2,62.6,18.2,94.3,7.4,62.62
"4022",2020,"Wisconsin","Computer and electronic product manufacturing",3.15009765326977,35,"Total",2012,2597075.96163333,227077.352116667,264732.415891667,0.0874357745051384,0.101934798061848,"WI",10.1934798061848,6.67178872972727,"Wisconsin-Computer and electronic product manufacturing-2020","334",15.5,28.3,21.9,"Wisconsin-2020",63.293,3.6,62.6,18,94.5,7.8,65.14
"4023",2021,"Wisconsin","Computer and electronic product manufacturing",1.37876172860463,35,"Total",2029,2705461.85698333,214512.806083333,251150.491591667,0.0792887955904007,0.0928309112787247,"WI",9.28309112787247,5.33092642823855,"Wisconsin-Computer and electronic product manufacturing-2021","334",17,33.9,25.45,"Wisconsin-2021",67.125,3.5,61.6,18,94.6,8.7,68.66
"4024",2018,"Wyoming","Computer and electronic product manufacturing",4.3506911645333,83,"Total",2241,235762.197425,15376.1872083333,18017.4587583333,0.0652190521359444,0.0764221698045731,"WY",7.64221698045731,5.9964540724953,"Wyoming-Computer and electronic product manufacturing-2018","334",15.5,14.2,14.85,"Wyoming-2018",61.584,3.9,60.7,4.2,89.5,7.3,64.21
"4025",2019,"Wyoming","Computer and electronic product manufacturing",3.02051923548182,83,"Total",2165,242474.118916667,17639.80865,21130.2686083333,0.0727492421865463,0.0871444270014763,"WY",8.71444270014763,5.86748096781472,"Wyoming-Computer and electronic product manufacturing-2019","334",19,17.6,18.3,"Wyoming-2019",65.003,3.6,60.4,3.8,87.7,7.4,57.69
"4026",2020,"Wyoming","Computer and electronic product manufacturing",3.15009765326977,83,"Total",2064,239387.008191667,18110.5765833333,22192.2053333333,0.075653962790966,0.0927043035626411,"WY",9.27043035626411,6.21026400476694,"Wyoming-Computer and electronic product manufacturing-2020","334",15.5,11.1,13.3,"Wyoming-2020",65.304,4.4,60.2,4.3,88.6,8,70.64
"4027",2021,"Wyoming","Computer and electronic product manufacturing",1.37876172860463,83,"Total",1884,234496.649125,13369.0967333333,16131.43105,0.0570118874311447,0.0687917321920395,"WY",6.87917321920395,4.12896747390429,"Wyoming-Computer and electronic product manufacturing-2021","334",17,18.1,17.55,"Wyoming-2021",65.204,3.7,60,4.6,87.8,6.7,68.99
"4028",2018,"Alabama","Electrical equipment, appliance, and component manufacturing",6.2255160883069,63,"Total",3024,1949296.08539166,180644.546125,196345.692308333,0.0926716849207878,0.100726455450058,"AL",10.0726455450058,8.14908081665635,"Alabama-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,28,28.1,"Alabama-2018",49.861,5.6,51.9,14.1,90,10.3,45.67
"4029",2019,"Alabama","Electrical equipment, appliance, and component manufacturing",10.227920114994,63,"Total",3042,2041610.57678333,173820.561016667,200245.664458333,0.0851389393210411,0.0980822071433067,"AL",9.80822071433067,10.0180704146624,"Alabama-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,32.1,33.45,"Alabama-2019",51.734,4.9,52.7,14.5,90.3,10.5,48.12
"4030",2020,"Alabama","Electrical equipment, appliance, and component manufacturing",10.7857219874859,63,"Total",2667,1894331.489025,150823.563216667,163265.663975,0.0796183571219444,0.0861864313483238,"AL",8.61864313483238,9.70218256115913,"Alabama-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,25.7,26.3,"Alabama-2020",52.035,5.6,52.6,14.2,90.5,10.2,47.61
"4031",2021,"Alabama","Electrical equipment, appliance, and component manufacturing",10.033318772912,63,"Total",2787,1937215.21134167,114509.334883333,133210.012133333,0.0591102801263332,0.0687636584043503,"AL",6.87636584043503,8.45484230667353,"Alabama-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,28.6,32.95,"Alabama-2021",53.913,5.3,53,13.8,90.1,11.4,51.8
"4032",2019,"Alaska","Electrical equipment, appliance, and component manufacturing",10.227920114994,94,"Total",1711,282352.759958333,48363.4448333333,52810.2583833333,0.171287313103676,0.187036454677582,"AK",18.7036454677582,14.4657827913761,"Alaska-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,14,24.4,"Alaska-2019",75.463,5.8,61.4,4.2,87.8,6.9,NA
"4033",2020,"Alaska","Electrical equipment, appliance, and component manufacturing",10.7857219874859,94,"Total",1578,280369.595008333,49281.3329416666,54544.9490166667,0.175772741436958,0.194546595215797,"AK",19.4546595215797,15.1201907545328,"Alaska-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,14.4,20.65,"Alaska-2020",77.79,7.2,63.5,3.8,87.4,6.5,NA
"4034",2021,"Alaska","Electrical equipment, appliance, and component manufacturing",10.033318772912,94,"Total",1521,292478.32065,45998.1556333333,50269.65845,0.157270312309265,0.171874821186066,"AK",17.1874821186066,13.6104004457593,"Alaska-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,31.6,34.45,"Alaska-2021",77.845,7,62,4.9,88.6,8.5,NA
"4035",2018,"Arizona","Electrical equipment, appliance, and component manufacturing",6.2255160883069,86,"Total",2489,2944673.60426667,156621.675775,190966.668908333,0.0531881265342236,0.0648515596985817,"AZ",6.48515596985817,6.35533602908254,"Arizona-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,20.2,24.2,"Arizona-2018",59.246,5.4,54.9,6.9,89.4,8.6,56.15
"4036",2019,"Arizona","Electrical equipment, appliance, and component manufacturing",10.227920114994,86,"Total",2406,3027918.54814167,173812.259833333,214284.691583333,0.057403214275837,0.0707696378231049,"AZ",7.07696378231049,8.65244194865227,"Arizona-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,28.7,31.75,"Arizona-2019",62.055,5.1,55.5,7,88.7,9,63.62
"4037",2020,"Arizona","Electrical equipment, appliance, and component manufacturing",10.7857219874859,86,"Total",2168,2907798.10536666,154523.6328,206667.730116667,0.053141113370657,0.0710736140608788,"AZ",7.10736140608788,8.94654169678688,"Arizona-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,29.9,28.4,"Arizona-2020",61.529,5.8,55.2,7,89.4,8.9,65.79
"4038",2021,"Arizona","Electrical equipment, appliance, and component manufacturing",10.033318772912,86,"Total",2146,3119894.87176667,167407.155225,208597.7769,0.0536579489707947,0.0668605118989944,"AZ",6.68605118989944,8.35968498140574,"Arizona-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,26.8,32.05,"Arizona-2021",69.056,5.8,55.4,7.8,89.3,9.6,62.32
"4039",2018,"Arkansas","Electrical equipment, appliance, and component manufacturing",6.2255160883069,71,"Total",2753,1175705.1239,56246.6522833334,61810.649175,0.0478407815098763,0.0525732599198818,"AR",5.25732599198818,5.74142104014754,"Arkansas-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,28.4,28.3,"Arkansas-2018",47.062,4.5,53.4,14.3,91.8,10.2,53.03
"4040",2019,"Arkansas","Electrical equipment, appliance, and component manufacturing",10.227920114994,71,"Total",2656,1200676.72558333,61681.1446833333,70786.126275,0.0513719841837883,0.058955192565918,"AR",5.8955192565918,8.06171968579292,"Arkansas-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,27.7,31.25,"Arkansas-2019",48.952,4.8,53.9,13.8,90.9,10.5,54.55
"4041",2020,"Arkansas","Electrical equipment, appliance, and component manufacturing",10.7857219874859,71,"Total",2245,1157555.150425,54306.1935916667,68557.5122583334,0.0469145625829697,0.0592261292040348,"AR",5.92261292040348,8.35416745394468,"Arkansas-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,21,23.95,"Arkansas-2020",49.475,5.2,54,13.4,91.7,9.8,46.83
"4042",2021,"Arkansas","Electrical equipment, appliance, and component manufacturing",10.033318772912,71,"Total",2255,1167660.68749167,45502.9813833334,51371.1932,0.0389693528413773,0.0439949668943882,"AR",4.39949668943882,7.21640773117542,"Arkansas-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,28.5,32.9,"Arkansas-2021",52.528,5.5,54.3,12.6,90.8,11.7,48
"4043",2018,"California","Electrical equipment, appliance, and component manufacturing",6.2255160883069,93,"Total",13404,16398370.4002001,2404888.44985834,2586603.03590834,0.146654114127159,0.157735377550125,"CA",15.7735377550125,10.9995269216597,"California-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,16,22.1,"California-2018",75.277,5.5,57.9,8.9,92.8,10.5,66.24
"4044",2019,"California","Electrical equipment, appliance, and component manufacturing",10.227920114994,93,"Total",13173,16504474.0494167,2499478.58203333,2721644.01815833,0.151442483067513,0.164903402328491,"CA",16.4903402328491,13.3591301739216,"California-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,19.1,26.95,"California-2019",80.44,5.1,58.1,8.7,92.3,10.5,67.5
"4045",2020,"California","Electrical equipment, appliance, and component manufacturing",10.7857219874859,93,"Total",10839,15062871.3905,2438450.56179167,2651897.352425,0.161884844303131,0.176055237650871,"CA",17.6055237650871,14.1956228762865,"California-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,16.4,21.65,"California-2020",78.672,6.2,57.8,9,92.8,10.3,67.78
"4046",2021,"California","Electrical equipment, appliance, and component manufacturing",10.033318772912,93,"Total",11143,15501464.3853917,2468917.72435,2757650.44105833,0.159269973635674,0.177896127104759,"CA",17.7896127104759,13.911465741694,"California-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,19.8,28.55,"California-2021",84.907,8.3,57.8,9,93,11.1,69.54
"4047",2018,"Colorado","Electrical equipment, appliance, and component manufacturing",6.2255160883069,84,"Total",2125,2562343.31134167,281098.263541666,306932.903091667,0.109703592956066,0.119786016643047,"CO",11.9786016643047,9.10205887630582,"Colorado-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,21.7,24.95,"Colorado-2018",71.953,3.9,63.4,6.5,92.5,7.4,57.45
"4048",2019,"Colorado","Electrical equipment, appliance, and component manufacturing",10.227920114994,84,"Total",2014,2634087.76151667,238503.111625,260140.789783333,0.0905448645353317,0.0987593457102776,"CO",9.87593457102776,10.0519273430109,"Colorado-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,21.5,28.15,"Colorado-2019",77.127,3.7,63.1,6.8,92,7.2,62.91
"4049",2020,"Colorado","Electrical equipment, appliance, and component manufacturing",10.7857219874859,84,"Total",1766,2471596.83036667,182645.359241667,202160.328575,0.0738977119326591,0.0817934051156044,"CO",8.17934051156044,9.48253124952316,"Colorado-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,18.2,22.55,"Colorado-2020",75.231,4.6,63,6.8,92.2,7.4,62.99
"4050",2021,"Colorado","Electrical equipment, appliance, and component manufacturing",10.033318772912,84,"Total",1841,2534734.13038334,164654.299766667,190792.707108333,0.0649591982364655,0.0752712860703468,"CO",7.52712860703468,8.78022368997335,"Colorado-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,26.1,31.7,"Colorado-2021",82.254,5.3,63,7,92,7.7,62.05
"4051",2018,"Connecticut","Electrical equipment, appliance, and component manufacturing",6.2255160883069,16,"Total",1752,1677130.09120833,267221.60205,280082.661716667,0.159332662820816,0.167001157999039,"CT",16.7001157999039,11.4628159441054,"Connecticut-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,24.1,26.15,"Connecticut-2018",76.348,5.5,61.7,10.6,94.7,7.9,64.36
"4052",2019,"Connecticut","Electrical equipment, appliance, and component manufacturing",10.227920114994,16,"Total",1721,1680598.08144167,243824.9352,268293.0212,0.145082235336304,0.159641399979591,"CT",15.9641399979591,13.0960300564766,"Connecticut-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,16.9,25.85,"Connecticut-2019",78.833,5.3,62,9.9,94.1,7.3,66.22
"4053",2020,"Connecticut","Electrical equipment, appliance, and component manufacturing",10.7857219874859,16,"Total",1411,1523509.77720833,260509.756458333,280200.515025,0.170993164181709,0.183917760848999,"CT",18.3917760848999,14.5887490361929,"Connecticut-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,13.3,20.1,"Connecticut-2020",79.855,6,61.8,10.5,94.9,7.2,64.89
"4054",2021,"Connecticut","Electrical equipment, appliance, and component manufacturing",10.033318772912,16,"Total",1379,1522509.00601667,222159.007066667,247202.424141667,0.145916387438774,0.162365168333054,"CT",16.2365168333054,13.1349178031087,"Connecticut-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,16.2,26.75,"Connecticut-2021",83.771,6.7,61.4,11.1,94.8,8.6,67.3
"4055",2018,"Delaware","Electrical equipment, appliance, and component manufacturing",6.2255160883069,51,"Total",1844,433455.143041666,44834.5977916667,46892.3861333333,0.103435382246971,0.108182787895203,"DE",10.8182787895203,8.52189743891358,"Delaware-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,11.7,19.95,"Delaware-2018",64.805,5.7,58.3,8.9,94.3,6.1,42.14
"4056",2019,"Delaware","Electrical equipment, appliance, and component manufacturing",10.227920114994,51,"Total",1639,432587.95075,37745.785475,42886.6942583334,0.0872557461261749,0.0991398245096207,"DE",9.91398245096207,10.0709512829781,"Delaware-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,8.4,21.6,"Delaware-2019",70.176,4.6,58.9,6.9,93.4,7.3,44.22
"4057",2020,"Delaware","Electrical equipment, appliance, and component manufacturing",10.7857219874859,51,"Total",1448,424179.351358333,42011.5875083333,44541.8031166667,0.099042035639286,0.105007007718086,"DE",10.5007007718086,10.6432113796473,"Delaware-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,9.2,18.05,"Delaware-2020",69.11,5.8,58.2,8,94.2,6.5,46.35
"4058",2021,"Delaware","Electrical equipment, appliance, and component manufacturing",10.033318772912,51,"Total",1491,434713.291858334,42402.1402166667,44189.3144083333,0.0975404754281044,0.101651631295681,"DE",10.1651631295681,10.0992409512401,"Delaware-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,24,30.65,"Delaware-2021",71.091,5.6,57,6.6,94.3,6.9,49.51
"4059",2018,"Florida","Electrical equipment, appliance, and component manufacturing",6.2255160883069,59,"Total",6662,8712508.57215834,484161.859558333,587641.159608334,0.0555708892643452,0.0674479827284813,"FL",6.74479827284813,6.48515718057752,"Florida-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,12.1,20.15,"Florida-2018",55.462,5.2,54.3,5.1,87,10.6,51.02
"4060",2019,"Florida","Electrical equipment, appliance, and component manufacturing",10.227920114994,59,"Total",6570,8829407.22233337,551027.889633333,666602.737108333,0.0624082535505295,0.0754980146884918,"FL",7.54980146884918,8.88886079192162,"Florida-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,13.6,24.2,"Florida-2019",59.227,4.5,55,4.9,86.8,10.7,55.52
"4061",2020,"Florida","Electrical equipment, appliance, and component manufacturing",10.7857219874859,59,"Total",5565,8150539.45516665,525489.652591667,645837.701866666,0.0644729882478714,0.0792386457324028,"FL",7.92386457324028,9.35479328036308,"Florida-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,10,18.45,"Florida-2020",57.703,5.4,54.5,5.1,87.3,10.5,57.39
"4062",2021,"Florida","Electrical equipment, appliance, and component manufacturing",10.033318772912,59,"Total",6057,8667534.51853332,448787.85685,529534.293925,0.0517780296504498,0.0610939934849739,"FL",6.10939934849739,8.07135906070471,"Florida-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,13.4,25.35,"Florida-2021",63.062,5.6,54.6,5.4,87.9,11,54.52
"4063",2018,"Georgia","Electrical equipment, appliance, and component manufacturing",6.2255160883069,58,"Total",3626,4466531.372925,200070.250975,247747.1166,0.0447932034730911,0.0554674528539181,"GA",5.54674528539181,5.88613068684936,"Georgia-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,23.3,25.75,"Georgia-2018",58.756,4.8,58.5,10.8,86.3,10.2,59.93
"4064",2019,"Georgia","Electrical equipment, appliance, and component manufacturing",10.227920114994,58,"Total",3531,4416491.65050833,179543.616825,222152.6754,0.0406529940664768,0.0503007136285305,"GA",5.03007136285305,7.62899573892355,"Georgia-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,28,31.4,"Georgia-2019",61.98,4.8,58.8,10.6,86.6,10.4,55.22
"4065",2020,"Georgia","Electrical equipment, appliance, and component manufacturing",10.7857219874859,58,"Total",2951,4174060.27776666,194261.47175,271317.141541667,0.0465401709079742,0.0650007724761963,"GA",6.50007724761963,8.64289961755276,"Georgia-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,24.3,25.6,"Georgia-2020",61.224,5.6,58.8,10.5,87,10.1,55.86
"4066",2021,"Georgia","Electrical equipment, appliance, and component manufacturing",10.033318772912,58,"Total",3015,4404154.58066667,210781.539741667,255407.945716667,0.0478597059845924,0.0579925030469894,"GA",5.79925030469894,7.91628453880548,"Georgia-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,28.5,32.9,"Georgia-2021",66.559,5.5,58.7,10.3,87.4,10,62.7
"4067",2018,"Idaho","Electrical equipment, appliance, and component manufacturing",6.2255160883069,82,"Total",2579,733077.860925,34244.0949083333,41403.6739,0.0467127673327923,0.0564792305231094,"ID",5.64792305231094,5.93671957030892,"Idaho-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,20.3,24.25,"Idaho-2018",55.583,4,56.8,10.2,88.9,8.6,44.13
"4068",2019,"Idaho","Electrical equipment, appliance, and component manufacturing",10.227920114994,82,"Total",2570,764351.713399999,37553.8499666667,46321.5672916667,0.0491316355764866,0.0606024265289307,"ID",6.06024265289307,8.14408138394356,"Idaho-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,20.4,27.6,"Idaho-2019",60.999,3.3,58.4,9.6,89.2,6.9,47.1
"4069",2020,"Idaho","Electrical equipment, appliance, and component manufacturing",10.7857219874859,82,"Total",2343,730782.952725001,41053.8290166667,47111.3988583333,0.0561778694391251,0.0644670203328133,"ID",6.44670203328133,8.61621201038361,"Idaho-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,20.6,23.75,"Idaho-2020",58.915,4.2,57.1,9.6,89.6,7.9,48.5
"4070",2021,"Idaho","Electrical equipment, appliance, and component manufacturing",10.033318772912,82,"Total",2376,765514.766216668,35741.0376416667,42193.4852916666,0.0466888956725597,0.0551177933812141,"ID",5.51177933812141,7.77254905551672,"Idaho-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,21.5,29.4,"Idaho-2021",66.474,3.3,57.5,10,91.2,9.5,46.99
"4071",2018,"Illinois","Electrical equipment, appliance, and component manufacturing",6.2255160883069,33,"Total",4646,5693575.38190834,785965.815291667,839168.311583333,0.138044327497482,0.147388637065887,"IL",14.7388637065887,10.4821898974478,"Illinois-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,24,26.1,"Illinois-2018",65.03,5.5,60.7,11.8,93,8.8,59.73
"4072",2019,"Illinois","Electrical equipment, appliance, and component manufacturing",10.227920114994,33,"Total",4320,5660933.76143334,771464.710249999,833095.339541666,0.136278703808784,0.147165715694427,"IL",14.7165715694427,12.4722458422184,"Illinois-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,29.5,32.15,"Illinois-2019",69.187,4.8,60.7,11.8,92.6,8.6,62.12
"4073",2020,"Illinois","Electrical equipment, appliance, and component manufacturing",10.7857219874859,33,"Total",3745,5176009.15815834,736186.01075,785274.3027,0.142230436205864,0.151714235544205,"IL",15.1714235544205,12.9785727709532,"Illinois-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,23.9,25.4,"Illinois-2020",68.428,6,60.6,11.7,93.2,8.8,64.01
"4074",2021,"Illinois","Electrical equipment, appliance, and component manufacturing",10.033318772912,33,"Total",3773,5396680.14858335,752063.291983333,818268.248266666,0.139356657862663,0.151624366641045,"IL",15.1624366641045,12.5978777185082,"Illinois-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,29,33.15,"Illinois-2021",72.205,7.4,60.3,11.9,93,10,66.78
"4075",2018,"Indiana","Electrical equipment, appliance, and component manufacturing",6.2255160883069,32,"Total",2846,3051383.4439,269025.4675,283151.830283333,0.0881650820374489,0.0927945747971535,"IN",9.27945747971535,7.75248678401113,"Indiana-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,29.8,29,"Indiana-2018",55.746,4.4,59.3,19.4,91.7,7.9,46.37
"4076",2019,"Indiana","Electrical equipment, appliance, and component manufacturing",10.227920114994,32,"Total",2620,3008608.56343333,248802.307525,295103.815933333,0.0826968029141426,0.0980864763259888,"IN",9.80864763259888,10.0182838737965,"Indiana-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,31.5,33.15,"Indiana-2019",57.603,4.2,59.4,18.5,91.3,7.7,51.37
"4077",2020,"Indiana","Electrical equipment, appliance, and component manufacturing",10.7857219874859,32,"Total",2273,2837580.632625,234063.937658333,271097.130141667,0.0824871510267258,0.0955381244421005,"IN",9.55381244421005,10.169767215848,"Indiana-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,27.4,27.15,"Indiana-2020",58.235,4.7,59.1,18.7,92,7.4,54.31
"4078",2021,"Indiana","Electrical equipment, appliance, and component manufacturing",10.033318772912,32,"Total",2322,2843033.08610833,255682.105233333,289545.670816667,0.0899328663945198,0.101843930780888,"IN",10.1843930780888,10.1088559255004,"Indiana-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,29,33.15,"Indiana-2021",62.743,4.7,58.6,18.2,92.5,8.6,51.93
"4079",2018,"Iowa","Electrical equipment, appliance, and component manufacturing",6.2255160883069,42,"Total",1972,1461068.83728334,112771.035675,129144.088025,0.0771839320659637,0.0883901491761208,"IA",8.83901491761208,7.53226550295949,"Iowa-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,31.4,29.8,"Iowa-2018",59.955,3.6,62.7,15.1,95.3,7.1,44.83
"4080",2019,"Iowa","Electrical equipment, appliance, and component manufacturing",10.227920114994,42,"Total",2088,1544328.75866667,96938.6436833334,121465.49915,0.0627707317471504,0.0786526203155518,"IA",7.86526203155518,9.04659107327461,"Iowa-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,32.6,33.7,"Iowa-2019",61.691,3.7,62.8,15.1,95,7.4,47.19
"4081",2020,"Iowa","Electrical equipment, appliance, and component manufacturing",10.7857219874859,42,"Total",1759,1399233.85941667,92035.9830083334,127232.565366667,0.0657759830355644,0.090930163860321,"IA",9.0930163860321,9.939369186759,"Iowa-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,27.6,27.25,"Iowa-2020",61.836,3.9,62.7,14.7,95.3,7,50.14
"4082",2021,"Iowa","Electrical equipment, appliance, and component manufacturing",10.033318772912,42,"Total",1643,1426247.75021667,92819.858425,117738.099708333,0.0650797560811043,0.0825509428977966,"IA",8.25509428977966,9.14420653134584,"Iowa-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,35.4,36.35,"Iowa-2021",65.6,3.6,61.9,15,95.2,8.4,59.09
"4083",2018,"Kansas","Electrical equipment, appliance, and component manufacturing",6.2255160883069,47,"Total",2079,1284599.49406667,90558.4891166667,129282.525666667,0.0704955011606216,0.100640334188938,"KS",10.0640334188938,8.14477475360036,"Kansas-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,31,29.6,"Kansas-2018",58.218,3.8,61.4,12.3,91.2,8,45.79
"4084",2019,"Kansas","Electrical equipment, appliance, and component manufacturing",10.227920114994,47,"Total",2033,1280818.39591667,111105.287291667,129275.148775,0.0867455452680588,0.10093167424202,"KS",10.093167424202,10.160543769598,"Kansas-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,36.2,35.5,"Kansas-2019",62.087,3.8,61.7,12.6,90.8,7.2,47.77
"4085",2020,"Kansas","Electrical equipment, appliance, and component manufacturing",10.7857219874859,47,"Total",1901,1281583.90251666,113273.489916667,143859.675025,0.0883855447173119,0.112251468002796,"KS",11.2251468002796,11.0054343938828,"Kansas-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,33.9,30.4,"Kansas-2020",61.091,4.1,61.6,12.5,91.3,7.7,46.59
"4086",2021,"Kansas","Electrical equipment, appliance, and component manufacturing",10.033318772912,47,"Total",1853,1300690.58775833,119599.810308333,147381.597441666,0.0919510051608086,0.113310270011425,"KS",11.3310270011425,10.6821728870273,"Kansas-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,40.1,38.7,"Kansas-2021",64.124,4.4,61.2,11.8,90.8,9.1,41.17
"4087",2018,"Kentucky","Electrical equipment, appliance, and component manufacturing",6.2255160883069,61,"Total",1876,1810365.73865001,160209.401175,206137.28885,0.088495597243309,0.113864995539188,"KY",11.3864995539188,8.80600782111287,"Kentucky-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,32,30.1,"Kentucky-2018",50.247,5.2,54.8,13.9,94.4,10.2,63.33
"4088",2019,"Kentucky","Electrical equipment, appliance, and component manufacturing",10.227920114994,61,"Total",1683,1785878.66724167,143088.887675,168555.676408333,0.0801224038004875,0.0943824872374535,"KY",9.43824872374535,9.8330844193697,"Kentucky-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,39,36.9,"Kentucky-2019",52.295,4.8,54.9,14.3,93.6,11.6,64.18
"4089",2020,"Kentucky","Electrical equipment, appliance, and component manufacturing",10.7857219874859,61,"Total",1520,1691407.11766667,126137.559191667,158323.085141667,0.0745755136013031,0.0936043635010719,"KY",9.36043635010719,10.0730791687965,"Kentucky-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,34.6,30.75,"Kentucky-2020",52.238,5.4,55.2,14.3,94.4,11,47.67
"4090",2021,"Kentucky","Electrical equipment, appliance, and component manufacturing",10.033318772912,61,"Total",1537,1738084.64928333,124914.098016667,169277.430575,0.071868821978569,0.097393088042736,"KY",9.7393088042736,9.88631378859282,"Kentucky-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,35,36.15,"Kentucky-2021",55.573,5.4,54.7,14.4,94.3,11.7,60.58
"4091",2018,"Louisiana","Electrical equipment, appliance, and component manufacturing",6.2255160883069,72,"Total",3299,1787075.90218333,89016.0169083334,103899.329425,0.0498109869658947,0.05813929438591,"LA",5.813929438591,6.01972276344895,"Louisiana-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,13.8,21,"Louisiana-2018",47.905,6.4,55.1,7.7,92,12.4,50.98
"4092",2019,"Louisiana","Electrical equipment, appliance, and component manufacturing",10.227920114994,72,"Total",3268,1779714.8789,94069.8782,107457.054966667,0.0528567135334015,0.0603788048028946,"LA",6.03788048028946,8.13290029764175,"Louisiana-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,13.4,24.1,"Louisiana-2019",51.073,5.5,55.3,7.3,91.1,13.2,54.87
"4093",2020,"Louisiana","Electrical equipment, appliance, and component manufacturing",10.7857219874859,72,"Total",2810,1681295.75945833,98966.17315,112880.886041667,0.0588630363345146,0.0671392232179642,"LA",6.71392232179642,8.74982215464115,"Louisiana-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,12.6,19.75,"Louisiana-2020",50.8,6.6,55.3,7.6,91.3,11.9,58.65
"4094",2021,"Louisiana","Electrical equipment, appliance, and component manufacturing",10.033318772912,72,"Total",2822,1722710.39881666,80763.7306666666,98463.3982,0.0468817800283432,0.0571560934185982,"LA",5.71560934185982,7.87446405738592,"Louisiana-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,18.9,28.1,"Louisiana-2021",52.087,7.6,55.2,7.2,92.4,14.1,59.02
